ID	target	implied_statement
60798754076377088	white people	White people are in danger of not dying out.
930230338332364800	Black people	Black people are hypocritical about police violence
893815582566514688	non-white immigrants	Non-white immigrants should stay in their country.
693328520110587905	Indians	Burning India flag
789533290185101312	white people	White people are beautiful.
789500754293817345	Jews	Jews advocate for an end to whites.
924305490124902402	Minorities	Minorities are inferior
922761972436922368	Jews	Jews don't like white people.
615634286889304064	Blacks	Blacks have low self-esteem.
626438156762677252	Christians	Christians are oppressed in the White House.
816685718537801728	Germans	Allies killed Germans
917484699039215616	Conservatives	Conservatives are stupid.
825209586474848256	Christians	Christians believe in murdering gays
855859926786355206	Minorities	Minorities want to wipe out white culture.
863788537770106881	non-white people	non-white people are dangerous
694430013727379456	Illegals	Illegals are vicious and brutal
529890083919245312	white people	White people don't like immigrants.
239795938170896384	white women	White women are superior to other raced women.
634760247798841346	Conservatives	Conservatives are racists
750399977625559041	non-white people	Non-white people shouldn't come to the country.
461552810601889793	Minorities	Minorities are inferior
910925556367028224	Minorities	Minorities are substandard people
897139915384926208	white people	White people shouldn't be in this country.
829789650046820352	White people	White people are superior.
251068291668402178	non-believers	Non-believers aren't moral.
946400251614818304	Whites	Whites are racists
920413111852699649	Muslims	Muslims are racists.
698258885308764160	black people	Black people can't run America alone.
924671196355948544	white people	White people are trash.
932678655297376128	Immigrants	Immigrants should be deported
454082550751719424	non-white people	non-white people are inferior
941740891462565888	Black people	Black people are stupid
880109932007346048	Immigrants	Immigrants are dangerous and cause fear
777482642707152897	Muslims	Muslims are violent.
899658458366083073	white people	White people are racist.
921154303615569920	non-white people	non-white people are a threat
137782023183015936	non-white people	non-white people are oppressors
913106929995706368	Jews	Jews are anti-white
754814923696316416	Black Lives Matter	Black Lives Matter are a hate group.
938925975588474880	Muslims	Muslims are barbaric
863789237602107394	white people	White people are liars.
900884967420555265	Minorities	Minorities promote white guilt
395090433677615105	Jewish people	Jewish people are making up the Halocaust
833334121191596033	white people	White people are smarter than black people.
448574747358408704	Jews	Jews are evil.
937121194884718592	Minorities	Minorities are subpar human beings
927269529130098690	Minorities	Minorities hold whites to a double standard
854725989296885760	Rural people	Rural people are stupid and deserve to be separated from civilized people
388710207456440320	Minorities	Minorities dilute the gene pool
297122834277335040	Minorities	Minorities are substandard races
210817107502436352	Progressives	Progressives are racist towards whites.
873568955931140096	Whites	Whites deny truth
621429766898458624	white people	White people hate themselves.
891330875408953344	Intellectuals	Intellectuals are opposed to whites
228207550145900544	Minorities	Minorities are inferior to whites.
27235049459945472	Liberals	Liberals are gullible
945834901927952384	Immigrants	Immigrants destroy the nation.
661930795054014465	Africans	Africans spread AIDS.
880776932257923072	Southern poverty law center	mislabel pro lifers
759100868125925248	Muslims	Muslims are the cause of terror and rape.
938143665008140290	Immigrants	Immigrants are a burden
946388558004310016	Illegal immigrants	Illegal immigrants are useless
555784352836386817	Jews	Jews don't like white people.
916657517379440640	media	Media hates white people.
		
815818112834551808	Jews	Jews are greedy money lovers.
881894957862100992	Muslims	Muslims believe in violence.
722940559736721409	white people	Only white people should be president.
360864647328432128	white people	White people are racist.
611784257090908160	Jews	Jewish people are liars.
483264743591788544	arabs	arabs are enemies
788178157534711808	Immigrants	Immigrants are a disease
777528085142876161	heterosexual Christian republicans	Heterosexual Christian Republicans are bad politicians.
924309412537340032	immigrants	immigrants are theives
930209757767577605	Minorities	Minorities are inferior races.
587356201039462400	Arabians	Arabians are killers.
923634284367196160	non-white people	non-white people are inferior
926094150830837760	Jews	Jews are better than other people.
742462864410214402	Illegals	Illegals are substandard
37871098334953473	Progressive Egyptians	Progressive Egyptians are barbarous
901479535173967877	Minorities	Minorities are substandard.
849009325448151040	Immigrants	Immigrants are invaders
922063924333121536	non-white people	non-white people dilute the gene pool
675050767305334784	white people	White people don't like migrants.
465016051218907137	Jews	Jews hate white people
751267386976677889	white people	White people are classy.
834525374331633664	Immigrants	Immigrants should be deported
826633900994736128	Jews	Jews declare war against the white race
205375765045460992	white people	White people need to unite.
935922678883672064	Islamic people	Islamic people are killers.
926650760229769216	non-white people	non-white people are inferior
878382485373169664	Mexicans	Mexicans are criminal and should be kept out of the USA.
513124851922386880	Jews	Jews are powerfull.
901368367784710144	White people	White people are killers.
913939583343067137	Whites	Whites are separatist.
694268278605160450	white people	White people shouldn't have guns.
329250511087861761	Muslims	Muslims are violent and steal.
677983394408566784	Aryan people	Aryan people don't care about whites and blacks.
458796134316511232	Illegals	Illegals are criminals
900859681127751681	Liberals	Liberals don't like white people.
924408486179495936	Non-whites	Non-whites hate white people.
934800266238492673	Minorities	Minorities want to annihilate the white race
917618399030726656	Jews	Jews are not white
GAB_5341	Antifa	Antifa is evil
917750860771319808	Immigrants	All immigrants are robbers.
896370141713375232	Liberals	Liberals wish they were republicans
872223964113895424	Conservative males	Conservative males are weak-willed
778820241614745600	Progressives	Progressives abhor whites
203164994026749953	Jews	Jews manipulate money.
86239409279729664	non-whites	Non-whites hate white people.
915284108116480001	Islamic people	Islamic people believe in hate.
